POA_CODE_2021,P_Germany_0_4,P_Germany_5_14,P_Germany_15_24,P_Germany_25_44,P_Germany_45_54,P_Germany_55_64,P_Germany_65_74,P_Germany_75_84,P_Germany_85ov,P_Germany_Tot,P_Greece_0_4,P_Greece_5_14,P_Greece_15_24,P_Greece_25_44,P_Greece_45_54,P_Greece_55_64,P_Greece_65_74,P_Greece_75_84,P_Greece_85ov,P_Greece_Tot,P_Hong_Kong_SAR_Ch_0_4,P_Hong_Kong_SAR_Ch_5_14,P_Hong_Kong_SAR_Ch_15_24,P_Hong_Kong_SAR_Ch_25_44,P_Hong_Kong_SAR_Ch_45_54,P_Hong_Kong_SAR_Ch_55_64,P_Hong_Kong_SAR_Ch_65_74,P_Hong_Kong_SAR_Ch_75_84,P_Hong_Kong_SAR_Ch_85ov,P_Hong_Kong_SAR_Ch_Tot,P_India_0_4,P_India_5_14,P_India_15_24,P_India_25_44,P_India_45_54,P_India_55_64,P_India_65_74,P_India_75_84,P_India_85ov,P_India_Tot,P_Indonesia_0_4,P_Indonesia_5_14,P_Indonesia_15_24,P_Indonesia_25_44,P_Indonesia_45_54,P_Indonesia_55_64,P_Indonesia_65_74,P_Indonesia_75_84,P_Indonesia_85ov,P_Indonesia_Tot,P_Iran_0_4,P_Iran_5_14,P_Iran_15_24,P_Iran_25_44,P_Iran_45_54,P_Iran_55_64,P_Iran_65_74,P_Iran_75_84,P_Iran_85ov,P_Iran_Tot,P_Iraq_0_4,P_Iraq_5_14,P_Iraq_15_24,P_Iraq_25_44,P_Iraq_45_54,P_Iraq_55_64,P_Iraq_65_74,P_Iraq_75_84,P_Iraq_85ov,P_Iraq_Tot,P_Ireland_0_4,P_Ireland_5_14,P_Ireland_15_24,P_Ireland_25_44,P_Ireland_45_54,P_Ireland_55_64,P_Ireland_65_74,P_Ireland_75_84,P_Ireland_85ov,P_Ireland_Tot,P_Italy_0_4,P_Italy_5_14,P_Italy_15_24,P_Italy_25_44,P_Italy_45_54,P_Italy_55_64,P_Italy_65_74,P_Italy_75_84,P_Italy_85ov,P_Italy_Tot,P_Japan_0_4,P_Japan_5_14,P_Japan_15_24,P_Japan_25_44,P_Japan_45_54,P_Japan_55_64,P_Japan_65_74,P_Japan_75_84,P_Japan_85ov,P_Japan_Tot,P_Korea_South_0_4,P_Korea_South_5_14,P_Korea_South_15_24,P_Korea_South_25_44,P_Korea_South_45_54,P_Korea_South_55_64,P_Korea_South_65_74,P_Korea_South_75_84,P_Korea_South_85ov,P_Korea_South_Tot,P_Lebanon_0_4,P_Lebanon_5_14,P_Lebanon_15_24,P_Lebanon_25_44,P_Lebanon_45_54,P_Lebanon_55_64,P_Lebanon_65_74,P_Lebanon_75_84,P_Lebanon_85ov,P_Lebanon_Tot,P_Malaysia_0_4,P_Malaysia_5_14,P_Malaysia_15_24,P_Malaysia_25_44,P_Malaysia_45_54,P_Malaysia_55_64,P_Malaysia_65_74,P_Malaysia_75_84,P_Malaysia_85ov,P_Malaysia_Tot,P_Malta_0_4,P_Malta_5_14,P_Malta_15_24,P_Malta_25_44,P_Malta_45_54,P_Malta_55_64,P_Malta_65_74,P_Malta_75_84,P_Malta_85ov,P_Malta_Tot,P_Mauritius_0_4,P_Mauritius_5_14,P_Mauritius_15_24,P_Mauritius_25_44,P_Mauritius_45_54,P_Mauritius_55_64,P_Mauritius_65_74,P_Mauritius_75_84,P_Mauritius_85ov,P_Mauritius_Tot,P_Myanmar_0_4,P_Myanmar_5_14,P_Myanmar_15_24,P_Myanmar_25_44,P_Myanmar_45_54,P_Myanmar_55_64,P_Myanmar_65_74,P_Myanmar_75_84,P_Myanmar_85ov,P_Myanmar_Tot,P_Nepal_0_4,P_Nepal_5_14,P_Nepal_15_24,P_Nepal_25_44,P_Nepal_45_54,P_Nepal_55_64,P_Nepal_65_74,P_Nepal_75_84,P_Nepal_85ov,P_Nepal_Tot,P_Netherlands_0_4,P_Netherlands_5_14,P_Netherlands_15_24,P_Netherlands_25_44,P_Netherlands_45_54,P_Netherlands_55_64,P_Netherlands_65_74,P_Netherlands_75_84,P_Netherlands_85ov,P_Netherlands_Tot,P_New_Zealand_0_4,P_New_Zealand_5_14,P_New_Zealand_15_24,P_New_Zealand_25_44,P_New_Zealand_45_54,P_New_Zealand_55_64,P_New_Zealand_65_74,P_New_Zealand_75_84,P_New_Zealand_85ov,P_New_Zealand_Tot,P_North_Macedonia_0_4,P_North_Macedonia_5_14,P_North_Macedonia_15_24,P_North_Macedonia_25_44,P_North_Macedonia_45_54,P_North_Macedonia_55_64,P_North_Macedonia_65_74,P_North_Macedonia_75_84,P_North_Macedonia_85ov,P_North_Macedonia_Tot
POA2146,0,3,0,0,6,5,10,8,0,29,0,0,0,0,0,0,8,10,10,32,0,5,5,33,12,24,21,8,4,100,43,227,358,2232,337,156,93,29,14,3476,0,0,3,36,20,19,12,3,0,90,0,4,7,34,13,4,10,4,0,73,0,0,4,17,9,0,3,0,0,36,0,4,0,15,5,4,7,6,0,41,0,0,4,4,0,7,25,20,7,61,0,5,0,5,5,0,0,0,0,14,0,4,19,67,66,47,19,4,4,235,0,0,0,38,43,54,37,14,0,197,0,4,7,28,14,14,18,8,0,94,0,0,0,5,0,18,54,52,12,133,0,0,3,5,4,10,5,6,0,30,0,0,3,14,32,7,19,3,0,85,0,3,37,271,15,13,4,0,0,345,0,0,0,0,0,0,0,8,0,17,6,41,63,107,39,49,29,9,0,341,0,0,0,0,0,0,0,0,0,0
POA2147,0,0,0,15,5,9,27,21,10,95,0,0,0,10,6,15,32,41,9,112,0,5,9,29,26,40,33,7,0,141,27,202,385,1763,352,193,110,57,15,3095,0,0,21,63,45,30,16,8,4,193,0,6,18,114,29,41,21,5,4,242,0,0,5,11,10,10,3,5,0,41,0,0,0,16,15,14,11,14,0,71,0,0,0,12,6,23,60,37,20,164,0,3,9,6,5,4,4,0,0,30,0,7,25,99,77,70,41,25,8,352,0,8,6,57,49,67,48,30,4,273,0,6,12,59,22,47,45,23,8,219,0,0,0,3,8,18,104,66,17,215,0,0,0,21,9,20,16,9,7,84,0,3,12,54,40,17,25,8,4,168,0,6,34,153,30,8,4,0,0,239,0,4,0,8,7,11,17,15,9,65,10,49,110,251,136,108,53,14,4,731,0,0,0,0,5,6,8,0,0,15
POA2148,0,0,13,18,16,20,47,51,57,210,0,3,7,11,11,28,80,73,20,232,0,3,9,62,37,59,31,7,0,206,80,434,1543,6515,792,384,257,88,21,10112,5,8,9,116,52,34,34,9,5,264,0,14,29,132,47,39,26,9,0,307,0,18,20,56,40,34,10,4,0,197,0,3,0,18,11,19,13,17,5,86,0,0,4,19,22,39,106,109,63,365,0,0,5,13,6,3,5,0,0,33,0,20,36,190,110,111,71,29,12,581,0,17,16,126,106,128,122,35,7,558,4,15,16,94,32,41,38,15,8,257,0,0,0,5,15,70,210,153,61,523,0,0,6,16,15,9,23,19,3,93,0,5,19,99,74,43,32,13,0,282,3,32,133,532,33,19,9,0,0,752,0,0,4,0,0,9,26,36,18,97,15,110,214,464,179,147,74,15,3,1222,0,0,0,5,8,8,13,8,0,46
POA2150,0,4,0,7,9,0,10,3,0,38,0,0,0,6,0,13,21,37,14,89,0,3,19,131,27,46,34,15,9,280,396,1190,823,8424,427,197,127,29,11,11636,0,3,28,112,28,4,11,3,0,195,0,17,23,243,56,30,14,5,3,396,0,0,9,59,19,16,0,0,0,110,0,3,0,10,0,0,6,0,0,28,0,0,0,35,7,6,8,8,5,68,0,3,7,28,10,5,4,0,0,59,0,8,31,173,51,57,27,21,4,368,4,19,4,81,65,101,97,62,22,455,0,0,28,185,32,28,25,13,0,313,0,0,0,0,0,0,5,6,0,14,0,0,3,13,0,6,6,0,0,32,0,0,4,30,14,4,7,0,0,62,9,12,895,1030,24,4,0,0,0,1973,0,0,0,5,0,0,3,3,0,16,9,19,51,163,39,52,30,4,0,362,0,0,0,4,0,0,0,0,0,11
POA2151,0,0,0,10,7,4,13,11,3,49,0,0,0,5,0,16,14,35,8,78,5,4,21,88,32,82,41,4,0,282,21,148,95,809,150,75,38,24,4,1362,0,8,15,49,27,12,12,3,0,123,0,30,42,224,96,79,35,15,5,525,0,4,4,27,24,25,7,4,0,90,0,0,0,15,8,3,12,0,5,45,0,0,5,6,6,17,15,26,8,89,0,0,12,22,11,0,0,0,4,44,3,12,48,181,135,100,47,22,4,556,0,7,0,68,50,71,88,57,16,356,0,5,8,58,20,28,46,13,5,182,0,0,0,0,0,0,7,5,0,20,0,0,0,3,8,10,10,3,0,33,0,0,0,5,7,4,0,4,0,24,0,0,19,58,11,0,5,0,0,97,0,0,0,0,3,9,7,0,0,25,0,21,33,102,69,54,23,11,4,315,0,0,0,0,0,0,4,0,0,9
POA2152,0,3,0,4,0,6,7,5,4,33,0,0,0,6,0,7,3,9,6,26,0,3,6,32,11,19,11,0,0,84,0,39,28,393,58,34,32,11,0,589,0,3,4,20,14,0,5,0,4,46,0,13,15,126,36,27,18,5,3,246,0,3,3,17,9,10,3,0,0,47,0,0,0,10,6,4,3,3,0,24,0,4,0,3,9,12,12,4,3,46,0,0,4,9,3,0,0,5,0,18,0,4,10,52,54,40,27,14,6,207,0,10,4,16,32,30,21,6,5,123,0,5,5,42,16,11,13,4,0,92,0,0,0,3,0,0,9,7,9,19,0,0,0,6,0,3,0,0,0,14,0,0,0,12,0,0,6,0,0,12,0,0,3,28,7,0,0,0,0,35,0,0,0,0,3,4,5,3,0,12,0,7,19,64,24,30,24,4,0,177,0,0,0,0,0,0,0,0,0,4
POA2153,0,6,19,27,25,22,55,60,13,220,0,0,0,3,9,20,33,54,30,152,4,24,31,231,101,220,174,20,7,812,26,360,230,2305,694,419,274,122,52,4485,0,8,28,136,54,30,28,15,8,317,0,42,53,477,139,95,51,7,10,892,0,4,0,27,28,12,0,4,4,80,0,8,12,48,30,31,24,20,3,188,0,4,4,29,25,38,77,77,35,286,0,4,5,23,23,11,9,3,0,82,4,63,86,392,316,153,75,37,6,1134,0,0,10,79,101,119,78,50,7,444,0,27,36,176,80,114,141,60,15,663,0,0,0,3,4,20,40,54,23,138,0,0,3,11,10,27,17,13,4,83,0,0,3,29,28,13,16,3,4,89,0,7,9,110,30,9,4,0,0,164,0,0,6,13,3,6,27,19,13,91,8,53,89,173,140,128,67,42,7,705,0,0,0,3,4,3,9,4,0,29
POA2154,0,0,11,6,12,18,35,35,9,135,0,0,0,10,0,6,17,14,12,59,9,53,38,204,85,200,140,39,15,769,17,208,120,915,443,217,166,91,27,2211,0,3,25,94,70,36,47,29,10,313,0,37,45,319,143,74,52,17,5,685,0,0,0,28,6,6,8,0,0,51,0,10,8,33,27,20,29,9,6,146,0,0,0,9,17,29,82,38,33,207,0,10,9,30,20,5,3,5,0,91,4,73,102,299,307,142,62,31,6,1020,0,0,0,25,43,54,36,19,4,188,0,32,23,120,80,100,129,55,13,553,0,0,0,0,4,6,35,15,5,65,0,0,0,5,0,3,9,0,4,29,0,0,4,18,13,8,15,5,0,57,0,0,10,37,12,3,3,0,0,73,0,0,5,6,10,12,22,26,22,107,0,46,72,126,94,100,52,40,18,542,0,0,0,3,0,0,0,0,0,11
POA2155,0,0,9,35,32,13,26,22,6,146,0,0,4,6,7,11,20,7,5,66,3,29,42,181,88,139,58,3,0,554,32,457,389,3339,1080,546,331,143,33,6345,0,13,19,253,117,60,41,23,7,536,0,66,84,677,237,172,78,30,6,1354,0,4,8,45,20,33,4,6,5,121,5,16,30,89,42,29,14,9,5,230,0,0,3,52,26,67,107,80,26,361,0,9,11,23,12,6,0,4,0,74,5,61,100,345,276,103,55,24,4,979,0,0,9,44,62,56,38,14,4,224,3,50,84,251,132,124,79,42,4,768,0,0,0,11,16,27,60,50,10,178,0,5,0,32,19,21,23,11,4,109,0,0,4,36,18,8,12,5,0,95,0,5,22,156,30,4,6,0,0,233,4,0,5,13,17,9,16,15,12,90,10,99,189,303,195,127,63,20,4,1008,0,0,0,5,5,7,6,0,0,24
POA2156,0,0,0,5,12,5,18,27,5,67,0,0,0,0,0,3,4,6,4,15,0,7,11,11,7,10,6,0,3,52,0,7,3,62,37,33,16,13,9,178,0,0,0,9,3,0,5,0,0,17,0,0,7,33,19,20,10,7,0,83,0,0,0,0,0,3,0,0,0,6,0,7,0,7,15,0,8,7,0,50,0,0,0,0,10,27,61,40,23,157,0,0,0,0,0,0,0,0,0,5,0,0,3,26,12,14,10,4,0,62,0,0,3,17,28,31,22,11,3,111,0,9,5,17,6,11,25,7,0,76,0,0,0,3,6,8,18,14,9,52,0,0,0,0,0,3,4,0,0,9,0,0,0,0,0,5,0,0,0,6,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,8,18,18,4,47,0,0,16,20,35,47,34,18,3,181,0,0,0,0,4,3,0,0,0,5
POA2157,0,0,0,4,0,4,3,4,0,17,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,7,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,18,0,0,0,0,0,19,32,31,15,88,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,9,0,0,0,26,0,0,4,12,22,23,14,18,6,97,0,0,0,5,0,0,0,0,0,4,0,0,0,0,3,0,10,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,13,0,0,0,11,14,17,6,0,0,48,0,0,0,0,0,0,0,0,0,0
POA2158,0,0,0,0,4,0,14,13,4,34,0,0,0,0,0,7,5,3,3,20,0,5,4,23,14,32,10,0,0,89,0,25,24,73,90,15,14,10,5,257,0,0,0,10,7,0,5,4,0,37,0,4,3,28,22,18,13,0,0,88,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,8,3,3,0,25,0,0,0,0,4,8,28,32,35,110,0,0,0,3,0,0,0,0,0,13,0,5,9,25,19,6,0,0,0,75,0,0,0,24,20,43,18,19,9,136,0,3,12,20,31,24,23,7,0,121,0,0,0,0,0,5,9,6,3,25,0,0,0,0,4,5,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,3,5,0,0,0,0,0,13,0,0,0,5,7,9,9,0,0,23,0,0,9,13,14,15,15,11,4,91,0,0,0,0,0,0,0,0,0,0
POA2159,0,0,0,3,8,6,5,4,0,36,0,0,0,0,0,0,5,7,0,5,0,0,0,0,0,0,0,0,0,4,0,5,3,5,3,3,0,0,0,20,0,0,0,0,4,0,0,0,0,7,0,0,0,6,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,12,0,0,0,9,0,0,18,19,14,56,0,0,0,3,0,0,0,0,0,9,0,0,6,0,0,5,0,0,0,8,0,0,0,3,3,8,10,3,0,35,0,0,0,0,3,6,7,0,0,13,0,0,0,0,0,5,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,16,3,4,0,15,14,21,14,8,0,78,0,0,0,0,0,0,3,0,0,3
POA2160,0,0,5,11,7,5,7,6,3,45,0,0,0,4,3,10,34,52,12,114,0,0,6,65,17,44,24,7,0,164,9,39,178,746,89,60,50,24,12,1209,0,3,17,56,46,19,14,0,3,160,3,41,86,378,61,36,20,3,5,630,0,38,63,332,150,119,32,15,3,749,0,0,0,4,0,12,12,10,0,32,0,0,6,5,11,26,59,73,64,244,0,0,6,0,3,0,0,0,0,14,0,0,9,42,21,34,6,6,0,133,7,39,102,675,598,697,522,207,53,2905,0,15,25,89,24,34,16,7,3,207,0,0,0,4,0,10,33,57,17,119,0,0,9,25,9,3,3,3,6,57,0,0,4,28,19,17,14,10,0,85,0,10,260,624,43,15,17,6,0,977,0,0,0,0,0,0,6,4,4,10,6,25,78,164,76,43,14,17,6,425,0,0,0,6,3,8,3,3,0,29
POA2161,0,0,3,9,6,0,6,9,0,38,0,0,0,0,0,5,16,17,3,47,0,0,8,19,10,27,13,3,0,83,4,17,43,256,43,43,28,21,9,462,0,3,5,48,26,3,7,4,0,100,0,20,69,220,41,37,13,5,4,410,5,40,99,372,175,140,45,18,10,915,0,0,0,5,0,3,9,0,4,23,0,0,0,9,11,25,31,55,43,175,0,0,0,6,0,0,0,0,0,9,0,4,0,28,9,27,14,21,0,112,26,45,136,1024,709,729,482,209,41,3407,0,7,13,59,13,15,8,4,0,121,0,0,0,6,0,4,15,32,14,78,0,0,5,4,3,4,11,14,6,37,0,0,0,51,22,26,23,0,0,123,0,0,74,299,24,8,5,0,0,405,0,0,0,0,0,0,0,0,3,13,3,18,70,132,51,53,31,7,0,361,0,4,0,0,6,6,10,5,0,22
POA2162,0,0,0,7,3,4,16,11,6,48,0,0,0,8,3,10,21,33,18,96,0,0,0,35,8,22,10,0,0,78,0,22,6,78,19,7,21,8,4,170,0,0,0,29,13,14,9,6,0,70,0,13,27,39,3,3,0,0,0,93,0,9,30,112,65,34,9,8,0,270,0,0,0,5,0,4,0,0,0,13,0,0,0,6,6,21,20,37,26,108,0,0,4,3,4,0,0,3,0,18,0,0,14,32,35,18,3,4,0,116,7,33,53,450,336,320,193,75,21,1496,0,10,20,52,22,14,17,3,0,136,0,0,0,0,0,0,0,4,8,7,0,0,0,5,6,11,8,5,3,32,0,0,0,33,11,9,11,3,0,77,0,0,7,13,5,0,0,0,0,27,0,0,0,0,0,0,3,5,10,19,0,16,48,63,27,34,21,4,0,214,0,0,0,0,3,10,7,3,5,33
POA2163,0,0,0,4,0,0,12,10,6,29,0,0,0,0,0,3,8,3,0,19,0,0,5,16,5,11,3,0,0,38,0,0,5,33,9,0,3,3,0,58,0,5,0,20,17,10,8,4,0,56,0,6,6,62,6,0,0,0,0,82,0,11,23,116,64,38,14,9,0,279,0,0,0,5,4,0,0,0,0,7,0,0,0,3,5,0,11,9,13,37,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,15,4,11,23,219,130,124,71,19,9,603,0,9,0,32,4,5,3,0,3,61,0,0,0,0,0,0,3,3,0,11,0,0,0,0,0,3,0,0,6,13,0,0,0,10,7,4,0,0,0,27,0,0,9,11,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,4,3,9,40,96,27,12,3,0,0,193,0,0,0,6,4,4,4,0,0,18
POA2164,0,0,0,3,6,3,9,24,0,46,0,4,6,5,5,6,21,18,0,66,0,0,0,11,0,11,6,0,0,27,0,4,3,42,19,13,13,0,0,93,0,3,4,19,3,15,10,0,0,57,0,5,14,54,21,24,17,14,8,150,0,355,460,1241,546,455,300,141,64,3576,0,0,0,0,0,4,13,3,0,17,0,0,0,10,11,86,144,175,82,507,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,16,15,37,21,143,86,105,51,25,6,495,0,0,0,14,5,9,3,0,0,37,0,0,0,3,0,20,76,70,19,191,0,0,0,0,3,4,11,0,0,21,0,0,0,7,6,6,0,0,0,15,0,0,0,8,0,0,0,0,0,4,0,0,0,0,0,0,6,11,0,21,3,37,49,92,31,20,15,0,0,259,0,3,0,7,6,23,43,10,5,105
POA2165,0,0,3,17,8,3,16,26,3,85,0,6,11,8,3,3,21,35,14,100,0,0,3,43,11,11,18,0,5,89,0,10,28,85,17,21,10,0,0,172,0,4,8,45,20,14,12,5,0,96,0,16,26,137,45,42,37,24,5,341,9,878,1158,2924,1518,1321,910,446,101,9268,0,0,0,3,7,0,10,6,0,21,0,3,0,9,11,44,94,136,106,404,0,0,0,10,0,0,0,0,0,11,0,0,0,8,5,0,5,0,3,26,30,70,37,130,137,149,90,40,5,692,0,3,6,37,11,7,20,0,3,91,0,0,0,0,0,17,54,59,23,154,0,0,3,0,6,7,5,5,0,31,0,0,10,63,29,13,9,5,0,132,0,0,13,25,3,0,0,0,0,44,0,0,0,0,0,4,5,3,3,15,12,64,108,157,50,33,24,5,0,450,0,0,0,10,12,30,48,20,3,128
POA2166,0,0,0,19,4,3,33,40,16,105,0,0,5,0,0,10,4,15,5,37,0,5,4,76,14,20,26,4,5,147,0,4,16,75,21,11,4,6,0,129,0,4,4,60,26,16,15,8,0,131,0,9,14,48,23,23,10,7,0,138,0,151,182,423,222,170,86,32,13,1276,0,0,0,6,4,4,0,6,0,11,0,0,0,11,8,33,73,119,90,329,0,0,0,8,4,0,3,0,0,20,0,0,5,20,7,4,0,0,0,42,8,4,5,39,41,35,44,12,3,198,0,7,49,202,62,34,16,6,0,377,0,0,0,0,0,9,18,23,5,45,0,0,0,0,0,7,0,5,0,17,0,0,0,28,11,19,8,0,0,61,0,0,5,22,0,0,0,0,0,37,0,0,0,0,0,0,7,4,0,9,13,73,138,253,47,33,24,10,0,586,0,0,6,9,9,25,25,21,8,108
POA2167,0,0,0,0,0,0,5,11,5,23,0,0,3,3,0,13,0,12,0,28,0,0,3,9,8,10,3,4,0,44,9,66,80,459,203,112,42,12,9,980,0,0,5,47,23,5,9,0,0,100,0,0,5,5,5,0,0,0,0,17,0,5,8,23,12,7,6,0,0,59,0,0,0,0,0,3,3,4,0,15,0,0,3,14,0,0,5,11,4,34,0,0,5,10,3,0,0,0,0,20,0,0,0,7,0,0,0,5,0,18,0,0,0,20,20,10,4,3,0,59,0,0,0,11,0,5,7,3,0,31,0,0,0,0,0,0,3,6,0,10,0,0,3,7,6,7,4,3,8,33,0,0,0,0,0,0,0,0,0,0,0,11,51,377,41,5,0,0,0,495,0,0,0,0,0,0,4,6,0,11,0,17,51,87,44,19,12,4,3,242,0,0,0,7,0,5,4,3,0,20
POA2168,0,0,4,13,10,9,9,8,6,52,0,0,0,13,8,23,25,33,3,104,0,0,0,32,3,6,11,0,0,52,3,12,9,86,45,55,30,4,0,247,0,12,11,34,22,18,8,9,0,109,0,12,28,73,18,40,22,9,0,198,0,237,401,1258,552,461,249,92,29,3276,0,0,0,0,0,3,6,3,0,18,0,0,4,14,30,74,82,89,26,321,0,0,3,6,3,0,0,0,0,13,0,0,0,4,4,3,0,4,0,18,5,32,53,525,321,292,172,66,15,1478,0,4,3,29,7,10,21,8,0,74,0,0,0,0,4,18,22,25,8,73,0,0,5,20,12,23,18,18,5,98,0,0,0,6,0,13,8,0,0,30,0,0,0,22,3,0,0,0,0,28,0,0,0,0,0,0,4,3,0,21,8,132,187,283,104,51,38,10,0,827,0,5,0,25,31,49,59,21,4,192
POA2170,0,4,15,47,25,15,63,55,38,267,0,5,22,68,45,100,183,210,48,683,0,6,11,104,34,38,36,5,0,240,23,189,336,1684,576,355,152,66,24,3395,3,23,42,265,100,56,64,32,0,594,7,19,44,243,55,47,22,21,3,457,18,605,987,2558,985,812,467,219,69,6714,0,3,6,32,14,17,8,10,7,107,0,3,9,54,65,151,320,357,230,1185,0,3,7,19,12,0,0,0,4,46,0,9,10,59,26,16,4,7,0,133,15,61,123,887,636,598,348,122,30,2818,3,18,31,144,38,56,36,19,5,347,0,0,0,6,4,22,76,72,28,198,0,0,9,46,17,34,51,20,14,203,0,0,11,58,16,11,12,0,0,112,4,12,120,474,57,12,15,0,0,700,0,0,4,6,0,5,20,8,9,58,14,136,309,701,243,200,83,29,0,1716,0,9,21,222,143,166,166,66,10,800
POA2171,0,3,0,17,7,4,18,8,0,59,0,6,12,21,8,23,13,15,12,100,0,0,0,28,13,13,4,3,0,64,0,13,45,198,153,60,30,16,5,522,0,4,8,25,26,13,15,3,0,86,0,3,13,85,52,65,44,10,8,281,0,132,366,1525,748,539,311,98,32,3765,0,4,0,11,0,0,0,0,0,27,0,0,9,28,58,115,111,98,39,450,0,0,0,3,0,0,0,0,0,3,0,0,7,7,10,4,0,0,0,25,0,8,6,139,103,85,45,20,0,404,0,0,12,33,26,16,17,9,0,108,0,0,0,0,10,25,52,30,5,127,0,0,0,13,15,5,10,4,0,56,0,0,0,3,0,0,0,0,0,5,0,0,0,13,3,0,0,0,0,20,0,0,0,3,5,0,0,0,0,8,4,100,133,235,79,41,20,4,0,620,0,0,0,31,49,39,42,20,0,186
POA2172,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,4,36,40,48,14,5,3,147,0,0,0,5,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,9,0,0,0,0,7,11,6,4,8,29,0,3,0,0,0,0,0,0,0,7,0,0,0,5,6,4,0,0,0,5,0,0,0,5,3,8,4,0,0,19,0,3,0,0,0,9,3,0,0,17,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,10,3,4,5,0,0,24,0,0,0,3,3,4,3,0,0,15
POA2173,0,4,3,12,4,9,7,0,0,35,0,0,0,8,3,12,11,4,3,48,0,0,0,21,8,14,9,0,0,54,7,48,56,316,171,153,64,16,5,828,0,4,4,77,19,26,25,0,0,159,0,0,0,4,0,0,0,0,0,4,0,3,0,17,0,3,0,0,0,28,0,0,0,10,11,8,0,3,0,33,0,4,0,9,7,7,10,5,5,51,0,4,0,3,7,8,0,0,0,19,0,0,0,15,8,0,0,0,0,26,0,0,0,20,17,18,16,4,0,78,0,3,3,21,15,25,13,5,4,96,0,0,0,0,0,0,7,6,3,17,0,0,0,3,10,18,6,0,0,37,0,0,0,0,0,6,0,0,0,6,0,0,11,56,9,4,0,0,0,81,0,0,0,7,3,0,3,0,0,12,3,13,32,76,54,32,9,3,0,222,0,0,0,13,14,16,8,10,0,57
POA2174,0,0,0,6,9,0,0,0,0,18,0,0,4,3,0,3,0,0,0,17,0,0,4,17,11,8,3,0,0,43,0,75,80,559,176,52,40,3,0,990,0,4,6,82,10,12,12,5,0,130,0,0,5,18,3,4,0,0,0,29,0,15,49,157,64,38,19,5,0,352,0,17,0,0,0,0,0,0,0,21,0,0,0,9,12,14,21,8,9,69,0,0,0,6,4,0,0,0,0,11,0,0,3,13,17,3,6,0,0,35,0,0,5,34,19,17,3,0,0,82,0,0,4,23,8,13,4,0,0,49,0,0,0,0,0,3,3,0,0,11,0,0,0,11,5,5,0,0,5,18,0,0,0,8,5,0,0,0,0,11,0,8,62,424,51,9,7,3,0,571,0,0,0,0,0,0,0,0,0,0,4,39,79,132,24,8,0,0,0,296,0,5,0,17,16,7,9,3,0,55
POA2175,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,8,0,0,0,17,14,11,5,5,0,54,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,16,44,54,17,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,8,4,0,0,0,22,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,29,43,11,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,8,0,0,0,0,0,0,3,0,0,4
