UCL_CODE_2016,A55_64_SOLSE_VWW_12,A55_64_SOLSE_VWW_13,A55_64_SOLSE_VWW_14,A55_64_SOLSE_VWW_15,A55_64_SOLSE_VWW_16,A55_64_SOLSE_VWW_YNS,A55_64_SOLSE_VWW_T,A55_64_SOLSE_NWNAA_B00,A55_64_SOLSE_NWNAA_00_05,A55_64_SOLSE_NWNAA_06_10,A55_64_SOLSE_NWNAA_11,A55_64_SOLSE_NWNAA_12,A55_64_SOLSE_NWNAA_13,A55_64_SOLSE_NWNAA_14,A55_64_SOLSE_NWNAA_15,A55_64_SOLSE_NWNAA_16,A55_64_SOLSE_NWNAA_YNS,A55_64_SOLSE_NWNAA_T,A55_64_SOLSE_PinE_NS_B00,A55_64_SOLSE_PinE_NS_00_05,A55_64_SOLSE_PinE_NS_06_10,A55_64_SOLSE_PinE_NS_11,A55_64_SOLSE_PinE_NS_12,A55_64_SOLSE_PinE_NS_13,A55_64_SOLSE_PinE_NS_14,A55_64_SOLSE_PinE_NS_15,A55_64_SOLSE_PinE_NS_16,A55_64_SOLSE_PinE_NS_YNS,A55_64_SOLSE_PinE_NS_T,A55_64_SOLSE_T_B00,A55_64_SOLSE_T_00_05,A55_64_SOLSE_T_06_10,A55_64_SOLSE_T_11,A55_64_SOLSE_T_12,A55_64_SOLSE_T_13,A55_64_SOLSE_T_14,A55_64_SOLSE_T_15,A55_64_SOLSE_T_16,A55_64_SOLSE_T_YNS,A55_64_SOLSE_T_T,A55_64_L_PinE_NS_B00,A55_64_L_PinE_NS_00_05,A55_64_L_PinE_NS_06_10,A55_64_L_PinE_NS_11,A55_64_L_PinE_NS_12,A55_64_L_PinE_NS_13,A55_64_L_PinE_NS_14,A55_64_L_PinE_NS_15,A55_64_L_PinE_NS_16,A55_64_L_PinE_NS_YNS,A55_64_L_PinE_NS_T,A55_64_T_B00,A55_64_T_00_05,A55_64_T_06_10,A55_64_T_11,A55_64_T_12,A55_64_T_13,A55_64_T_14,A55_64_T_15,A55_64_T_16,A55_64_T_YNS,A55_64_T_T,A65_74_SEO_B00,A65_74_SEO_00_05,A65_74_SEO_06_10,A65_74_SEO_11,A65_74_SEO_12,A65_74_SEO_13,A65_74_SEO_14,A65_74_SEO_15,A65_74_SEO_16,A65_74_SEO_YNS,A65_74_SEO_T,A65_74_SOLSE_VWW_B00,A65_74_SOLSE_VWW_00_05,A65_74_SOLSE_VWW_06_10,A65_74_SOLSE_VWW_11,A65_74_SOLSE_VWW_12,A65_74_SOLSE_VWW_13,A65_74_SOLSE_VWW_14,A65_74_SOLSE_VWW_15,A65_74_SOLSE_VWW_16,A65_74_SOLSE_VWW_YNS,A65_74_SOLSE_VWW_T,A65_74_SOLSE_NWNAA_B00,A65_74_SOLSE_NWNAA_00_05,A65_74_SOLSE_NWNAA_06_10,A65_74_SOLSE_NWNAA_11,A65_74_SOLSE_NWNAA_12,A65_74_SOLSE_NWNAA_13,A65_74_SOLSE_NWNAA_14,A65_74_SOLSE_NWNAA_15,A65_74_SOLSE_NWNAA_16,A65_74_SOLSE_NWNAA_YNS,A65_74_SOLSE_NWNAA_T,A65_74_SOLSE_PinE_NS_B00,A65_74_SOLSE_PinE_NS_00_05,A65_74_SOLSE_PinE_NS_06_10,A65_74_SOLSE_PinE_NS_11,A65_74_SOLSE_PinE_NS_12,A65_74_SOLSE_PinE_NS_13,A65_74_SOLSE_PinE_NS_14,A65_74_SOLSE_PinE_NS_15,A65_74_SOLSE_PinE_NS_16,A65_74_SOLSE_PinE_NS_YNS,A65_74_SOLSE_PinE_NS_T,A65_74_SOLSE_T_B00,A65_74_SOLSE_T_00_05,A65_74_SOLSE_T_06_10,A65_74_SOLSE_T_06,A65_74_SOLSE_T_12,A65_74_SOLSE_T_13,A65_74_SOLSE_T_14,A65_74_SOLSE_T_15,A65_74_SOLSE_T_16,A65_74_SOLSE_T_YNS,A65_74_SOLSE_T_T,A65_74_L_PinE_NS_B00,A65_74_L_PinE_NS_00_05,A65_74_L_PinE_NS_06_10,A65_74_L_PinE_NS_11,A65_74_L_PinE_NS_12,A65_74_L_PinE_NS_13,A65_74_L_PinE_NS_14,A65_74_L_PinE_NS_15,A65_74_L_PinE_NS_16,A65_74_L_PinE_NS_YNS,A65_74_L_PinE_NS_T,A65_74_T_B00,A65_74_T_00_05,A65_74_T_06_10,A65_74_T_11,A65_74_T_12,A65_74_T_13,A65_74_T_14,A65_74_T_15,A65_74_T_16,A65_74_T_YNS,A65_74_T_T,A75_84_SEO_B00,A75_84_SEO_00_05,A75_84_SEO_06_10,A75_84_SEO_11,A75_84_SEO_12,A75_84_SEO_13,A75_84_SEO_14,A75_84_SEO_15,A75_84_SEO_16,A75_84_SEO_YNS,A75_84_SEO_T,A75_84_SOLSE_VWW_B00,A75_84_SOLSE_VWW_00_05,A75_84_SOLSE_VWW_06_10,A75_84_SOLSE_VWW_11,A75_84_SOLSE_VWW_12,A75_84_SOLSE_VWW_13,A75_84_SOLSE_VWW_14,A75_84_SOLSE_VWW_15,A75_84_SOLSE_VWW_16,A75_84_SOLSE_VWW_YNS,A75_84_SOLSE_VWW_T,A75_84_SOLSE_NWNAA_B00,A75_84_SOLSE_NWNAA_00_05,A75_84_SOLSE_NWNAA_06_10,A75_84_SOLSE_NWNAA_11,A75_84_SOLSE_NWNAA_12,A75_84_SOLSE_NWNAA_13,A75_84_SOLSE_NWNAA_14,A75_84_SOLSE_NWNAA_15,A75_84_SOLSE_NWNAA_16,A75_84_SOLSE_NWNAA_YNS,A75_84_SOLSE_NWNAA_T,A75_84_SOLSE_PinE_NS_B00,A75_84_SOLSE_PinE_NS_00_05,A75_84_SOLSE_PinE_NS_06_10,A75_84_SOLSE_PinE_NS_11,A75_84_SOLSE_PinE_NS_12,A75_84_SOLSE_PinE_NS_13,A75_84_SOLSE_PinE_NS_14,A75_84_SOLSE_PinE_NS_15,A75_84_SOLSE_PinE_NS_16,A75_84_SOLSE_PinE_NS_YNS,A75_84_SOLSE_PinE_NS_T,A75_84_SOLSE_T_B00,A75_84_SOLSE_T_00_05,A75_84_SOLSE_T_06_10,A75_84_SOLSE_T_11,A75_84_SOLSE_T_12,A75_84_SOLSE_T_13,A75_84_SOLSE_T_14,A75_84_SOLSE_T_15,A75_84_SOLSE_T_16,A75_84_SOLSE_T_YNS,A75_84_SOLSE_T_T,A75_84_L_PinE_NS_B00,A75_84_L_PinE_NS_00_05,A75_84_L_PinE_NS_06_10,A75_84_L_PinE_NS_11,A75_84_L_PinE_NS_12,A75_84_L_PinE_NS_13
UCL121038,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
UCL121039,0,0,0,0,0,4,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL121040,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,23,7,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL121041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL121042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL121043,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,15,14,0,0,0,0,0,0,0,0,0,14,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,19,12,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
UCL121044,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,24,7,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
UCL121045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,10,17,4,0,0,0,0,0,0,0,0,19,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,23,4,0,0,0,0,0,0,0,0,26,9,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
UCL121046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,11,9,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,13,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL121047,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,19,63,4,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,4,0,0,0,0,0,0,0,0,70,16,0,0,0,0,0,0,0,0,0,20,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
UCL121048,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
UCL121049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,3,20,38,0,3,0,0,0,0,0,0,0,37,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,37,0,3,0,0,0,0,0,0,0,41,27,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL121050,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,24,30,0,0,0,0,0,0,0,0,3,33,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,3,37,0,0,0,0,0,0,0,0,5,43,17,0,0,0,0,0,0,0,0,0,20,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
UCL121051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,12,15,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,19,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
UCL121052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,30,25,0,0,0,0,0,0,0,0,3,23,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,3,31,15,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL121053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,3,0,0,0,23,19,0,0,0,0,0,0,0,0,0,19,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,23,16,0,0,0,0,0,0,0,0,0,21,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
UCL121054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,6,10,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
UCL121055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,0,0,0,0,0,0,0,3,23,6,0,0,0,0,0,0,0,0,0,10,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL121056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,15,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL121057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,11,15,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,3,12,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL121058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL121059,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,26,33,0,0,0,0,3,0,0,0,4,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,3,0,0,0,4,40,11,0,0,0,0,0,0,0,0,0,11,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
UCL121060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL121061,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0,0,0,0,0,0,0,17,10,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL121062,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,28,18,0,0,0,0,0,0,0,0,0,18,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,3,28,3,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
UCL121063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,15,16,0,0,0,0,0,0,0,0,0,16,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,19,16,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
