UCL_CODE_2021,D_21_24_FPT_MPET,D_21_24_FPT_MPULFTW,D_21_24_FPT_MPULPTW,D_21_24_FPT_MPUT,D_21_24_FPT_MPTLF,D_21_24_FPT_MPNLF,D_21_24_FPT_MPLFSNS,D_21_24_FPT_T,TDCF_FPEFT_MPEFT,TDCF_FPEFT_MPEPT,TDCF_FPEFT_MPEAW,TDCF_FPEFT_MPEHNS,TDCF_FPEFT_MPET,TDCF_FPEFT_MPULFTW,TDCF_FPEFT_MPULPTW,TDCF_FPEFT_MPUT,TDCF_FPEFT_MPTLF,TDCF_FPEFT_MPNLF,TDCF_FPEFT_MPLFSNS,TDCF_FPEFT_T,TDCF_FPEPT_MPEFT,TDCF_FPEPT_MPEPT,TDCF_FPEPT_MPEAW,TDCF_FPEPT_MPEHNS,TDCF_FPEPT_MPET,TDCF_FPEPT_MPULFTW,TDCF_FPEPT_MPULPTW,TDCF_FPEPT_MPUT,TDCF_FPEPT_MPTLF,TDCF_FPEPT_MPNLF,TDCF_FPEPT_MPLFSNS,TDCF_FPEPT_T,TDCF_FPEAW_MPEFT,TDCF_FPEAW_MPEPT,TDCF_FPEAW_MPEAW,TDCF_FPEAW_MPEHNS,TDCF_FPEAW_MPET,TDCF_FPEAW_MPULFTW,TDCF_FPEAW_MPULPTW,TDCF_FPEAW_MPUT,TDCF_FPEAW_MPTLF,TDCF_FPEAW_MPNLF,TDCF_FPEAW_MPLFSNS,TDCF_FPEAW_T,TDCF_FPHNS_MPEFT,TDCF_FPHNS_MPEPT,TDCF_FPHNS_MPEAW,TDCF_FPHNS_MPEHNS,TDCF_FPHNS_MPET,TDCF_FPHNS_MPULFTW,TDCF_FPHNS_MPULPTW,TDCF_FPHNS_MPUT,TDCF_FPHNS_MPTLF,TDCF_FPHNS_MPNLF,TDCF_FPHNS_MPLFSNS,TDCF_FPHNS_T,TDCF_FPET_MPEFT,TDCF_FPET_MPEPT,TDCF_FPET_MPEAW,TDCF_FPET_MPEHNS,TDCF_FPET_MPET,TDCF_FPET_MPULFTW,TDCF_FPET_MPULPTW,TDCF_FPET_MPUT,TDCF_FPET_MPTLF,TDCF_FPET_MPNLF,TDCF_FPET_MPLFSNS,TDCF_FPET_T,TDCF_FPULFTW_MPEFT,TDCF_FPULFTW_MPEPT,TDCF_FPULFTW_MPEAW,TDCF_FPULFTW_MPEHNS,TDCF_FPULFTW_MPET,TDCF_FPULFTW_MPULFTW,TDCF_FPULFTW_MPULPTW,TDCF_FPULFTW_MPUT,TDCF_FPULFTW_MPTLF,TDCF_FPULFTW_MPNLF,TDCF_FPULFTW_MPLFSNS,TDCF_FPULFTW_T,TDCF_FPULPTW_MPEFT,TDCF_FPULPTW_MPEPT,TDCF_FPULPTW_MPEAW,TDCF_FPULPTW_MPEHNS,TDCF_FPULPTW_MPET,TDCF_FPULPTW_MPULFTW,TDCF_FPULPTW_MPULPTW,TDCF_FPULPTW_MPUT,TDCF_FPULPTW_MPTLF,TDCF_FPULPTW_MPNLF,TDCF_FPULPTW_MPLFSNS,TDCF_FPULPTW_T,TDCF_FPUT_MPEFT,TDCF_FPUT_MPEPT,TDCF_FPUT_MPEAW,TDCF_FPUT_MPEHNS,TDCF_FPUT_MPET,TDCF_FPUT_MPULFTW,TDCF_FPUT_MPULPTW,TDCF_FPUT_MPUT,TDCF_FPUT_MPTLF,TDCF_FPUT_MPNLF,TDCF_FPUT_MPLFSNS,TDCF_FPUT_T,TDCF_FPTLF_MPEFT,TDCF_FPTLF_MPEPT,TDCF_FPTLF_MPEAW,TDCF_FPTLF_MPEHNS,TDCF_FPTLF_MPET,TDCF_FPTLF_MPULFTW,TDCF_FPTLF_MPULPTW,TDCF_FPTLF_MPUT,TDCF_FPTLF_MPTLF,TDCF_FPTLF_MPNLF,TDCF_FPTLF_MPLFSNS,TDCF_FPTLF_T,TDCF_FPNLF_MPEFT,TDCF_FPNLF_MPEPT,TDCF_FPNLF_MPEAW,TDCF_FPNLF_MPEHNS,TDCF_FPNLF_MPET,TDCF_FPNLF_MPULFTW,TDCF_FPNLF_MPULPTW,TDCF_FPNLF_MPUT,TDCF_FPNLF_MPTLF,TDCF_FPNLF_MPNLF,TDCF_FPNLF_MPLFSNS,TDCF_FPNLF_T,TDCF_FPLFSNS_MPEFT,TDCF_FPLFSNS_MPEPT,TDCF_FPLFSNS_MPEAW,TDCF_FPLFSNS_MPEHNS,TDCF_FPLFSNS_MPET,TDCF_FPLFSNS_MPULFTW,TDCF_FPLFSNS_MPULPTW,TDCF_FPLFSNS_MPUT,TDCF_FPLFSNS_MPTLF,TDCF_FPLFSNS_MPNLF,TDCF_FPLFSNS_MPLFSNS,TDCF_FPLFSNS_T,TDCF_FPT_MPEFT,TDCF_FPT_MPEPT,TDCF_FPT_MPEAW,TDCF_FPT_MPEHNS,TDCF_FPT_MPET,TDCF_FPT_MPULFTW,TDCF_FPT_MPULPTW,TDCF_FPT_MPUT,TDCF_FPT_MPTLF,TDCF_FPT_MPNLF,TDCF_FPT_MPLFSNS,TDCF_FPT_T
UCL115057,0,0,0,0,0,0,0,0,71,17,0,0,89,0,0,0,90,7,0,95,97,29,0,0,128,0,0,0,124,7,0,139,8,9,0,0,26,0,0,0,26,0,0,23,0,0,0,7,7,0,0,0,7,0,0,7,181,48,3,11,244,0,0,0,243,16,0,263,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,5,0,0,0,5,0,0,0,5,0,0,5,181,48,3,11,245,0,0,0,248,16,0,261,31,9,0,6,57,0,0,0,57,13,0,69,0,0,0,0,0,0,0,0,0,0,0,0,215,61,6,19,301,0,0,0,300,32,4,336
UCL115058,5,0,0,0,5,0,0,5,23,10,0,0,31,0,0,0,38,6,0,39,42,9,0,0,52,0,0,0,55,0,0,55,8,3,0,0,5,0,0,0,10,3,0,8,0,0,0,3,3,0,0,0,3,0,0,3,74,21,0,3,95,0,0,4,103,6,0,108,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,4,0,0,0,4,0,0,0,4,0,0,4,76,21,0,3,97,0,0,4,100,6,0,109,10,3,0,0,19,0,0,0,19,0,0,22,3,0,0,0,3,0,0,0,3,0,0,3,92,30,0,3,123,0,0,4,123,5,0,132
UCL115059,0,0,0,0,0,0,0,0,56,8,0,0,59,0,0,0,59,0,0,59,59,10,0,10,81,0,0,0,81,0,0,82,8,0,0,0,8,0,0,0,8,0,0,8,0,0,5,0,5,0,0,0,5,0,0,5,118,13,5,10,154,0,0,0,154,0,0,156,0,0,0,0,0,4,0,4,4,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,3,0,4,125,13,5,10,151,4,0,4,159,4,0,160,18,0,4,0,27,0,0,0,27,4,0,35,0,0,0,0,0,0,0,0,0,0,0,0,145,16,7,11,179,4,0,4,180,11,0,194
UCL115060,0,0,0,0,0,0,0,0,137,4,3,0,143,0,0,0,143,10,0,156,150,7,0,5,160,0,0,0,162,8,0,170,17,0,3,0,18,0,0,0,18,0,0,18,0,0,0,0,0,0,0,0,0,3,0,3,303,8,3,6,325,0,0,0,325,22,0,350,9,0,0,0,9,0,0,0,9,0,0,9,5,0,0,0,5,0,0,0,5,0,0,5,13,0,0,0,13,0,0,0,13,0,0,13,317,8,3,6,339,0,0,0,340,22,0,360,71,3,0,7,82,0,3,3,82,19,0,95,0,0,0,0,0,0,0,0,0,0,6,6,390,9,3,14,418,0,3,5,421,33,6,455
UCL115061,0,0,0,0,0,0,0,0,26,4,0,0,29,0,0,0,29,6,0,38,27,12,0,0,38,0,0,0,40,3,0,47,5,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,59,19,0,0,79,0,0,0,84,8,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,19,0,0,79,0,0,0,84,8,0,91,15,9,0,0,15,0,0,0,15,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,70,21,0,0,99,0,0,0,98,13,0,117
UCL115062,9,0,0,0,9,0,0,9,56,16,4,0,70,0,0,0,70,9,0,76,84,23,3,0,114,0,0,0,114,0,0,114,15,0,3,0,25,0,0,0,25,0,0,25,4,0,0,0,4,0,0,0,4,0,0,4,161,42,15,0,213,0,0,0,213,9,0,221,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,167,42,15,0,216,0,0,0,216,9,0,226,32,9,0,0,41,0,0,0,41,10,0,50,8,0,0,0,8,0,0,0,8,0,4,8,199,48,15,0,267,0,0,0,267,13,4,281
UCL115063,10,0,0,0,10,0,0,10,71,4,0,0,73,0,0,0,73,13,0,87,105,14,4,0,125,0,0,0,125,0,0,125,10,0,6,0,21,0,0,0,21,0,0,21,0,0,0,4,4,0,0,0,4,0,0,4,189,18,14,4,228,0,0,0,228,13,0,232,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,4,0,0,4,3,0,0,0,4,0,0,0,4,0,0,4,187,16,14,4,227,0,0,0,227,13,0,234,28,0,4,0,37,0,0,0,37,3,0,40,0,0,0,0,0,0,0,0,0,0,0,0,219,25,17,4,262,0,0,0,262,14,0,274
UCL115064,13,0,0,0,17,4,0,20,194,21,7,0,225,0,3,3,227,6,0,238,343,49,14,0,406,4,3,6,416,8,0,424,39,8,0,0,52,0,0,0,52,0,0,52,3,0,0,3,8,0,0,0,8,0,0,8,586,79,21,5,690,4,5,12,702,16,0,715,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,9,0,0,0,9,0,0,9,6,0,5,0,9,0,0,0,9,0,0,9,590,83,27,5,698,4,5,12,711,16,0,729,77,17,7,0,97,0,3,6,104,13,0,121,5,0,0,0,5,0,0,0,5,0,0,5,667,93,31,5,800,5,10,12,819,30,3,845
UCL115065,0,0,0,0,0,0,0,0,67,0,0,0,67,0,0,0,67,3,0,70,60,11,0,0,78,0,3,3,79,3,0,82,17,0,0,0,13,0,0,0,13,0,0,20,4,0,0,0,4,0,0,0,4,0,0,4,137,15,0,0,156,0,3,3,163,7,0,168,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,7,0,0,7,7,0,0,0,7,0,0,0,7,0,0,7,151,15,0,0,163,0,3,3,165,7,0,181,20,0,0,0,26,4,0,4,23,4,0,28,0,0,0,0,0,0,0,0,0,0,4,4,167,15,0,3,189,4,3,8,196,11,8,211
UCL115066,3,0,0,0,3,0,0,7,97,20,6,3,130,0,0,0,130,17,0,143,152,45,18,0,214,0,0,0,214,9,0,213,45,7,14,0,68,0,0,0,72,0,0,72,5,5,0,17,25,3,0,3,31,0,0,31,296,77,43,22,433,6,0,8,438,17,0,453,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,8,0,0,0,8,0,0,8,8,0,4,0,8,0,0,0,8,0,0,8,304,77,44,22,444,6,0,8,447,17,0,468,58,12,3,4,78,3,0,3,82,10,0,89,0,0,0,3,3,0,0,0,3,0,4,3,359,90,47,31,521,5,0,5,533,27,4,565
UCL115067,0,0,0,0,0,0,0,0,31,6,0,0,36,4,0,4,40,4,0,48,70,14,11,9,104,0,6,6,104,9,0,111,11,0,0,0,10,3,0,3,12,0,0,12,0,0,0,4,4,0,0,0,4,0,0,4,115,22,11,9,159,8,6,8,171,15,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,22,11,9,162,8,6,8,171,15,0,185,14,7,0,0,29,0,0,0,31,17,3,53,0,0,0,0,0,0,0,0,0,0,4,4,135,34,11,15,188,7,6,8,202,30,8,239
UCL115068,0,0,0,0,0,0,0,0,16,3,0,0,22,0,0,0,22,6,0,21,47,14,4,0,66,5,0,5,66,0,0,68,7,0,0,0,6,0,0,0,6,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,63,18,7,0,88,5,0,3,93,9,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,18,7,0,91,5,0,3,96,9,0,100,19,3,0,6,28,0,0,0,28,5,0,28,0,0,0,0,0,0,0,0,0,0,0,0,82,19,7,6,118,5,0,3,124,8,0,131
UCL115069,0,0,0,0,0,0,0,0,55,3,0,0,54,0,0,0,54,0,0,57,102,6,0,0,107,0,0,0,107,7,0,113,0,0,5,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,161,5,5,0,172,0,0,0,172,10,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,7,5,0,173,0,0,0,173,10,0,183,35,4,0,0,38,0,0,0,38,5,0,45,3,0,0,0,3,0,0,0,3,0,0,3,203,7,5,0,216,0,0,0,216,16,0,233
UCL115070,8,0,0,0,8,0,0,5,122,16,9,0,146,7,0,7,155,5,0,162,208,26,8,5,244,5,0,5,249,10,0,260,36,14,9,0,56,0,0,0,56,0,0,56,0,0,0,0,6,0,0,0,6,0,0,6,378,53,28,7,463,8,0,8,469,19,0,485,3,0,0,0,3,5,0,5,10,0,0,10,10,0,0,0,10,0,0,0,10,0,0,10,16,0,0,0,16,5,0,5,19,0,0,19,388,53,28,7,478,9,0,9,484,19,0,505,117,13,4,0,130,10,0,10,142,15,0,158,0,0,0,6,6,0,0,0,6,0,0,6,507,65,29,14,611,18,0,18,634,33,0,665
UCL115071,0,0,0,0,0,0,0,0,48,8,0,0,59,0,0,0,62,0,0,63,104,16,6,0,128,0,0,0,128,0,0,131,12,5,0,0,14,0,0,0,14,0,0,14,3,0,0,0,3,0,0,0,3,3,0,5,169,29,6,0,208,3,0,3,207,5,0,212,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,3,0,0,3,6,0,0,0,3,0,0,0,3,0,0,3,178,30,6,0,207,8,0,8,217,5,0,219,47,10,3,0,57,0,0,0,57,10,0,69,0,0,0,0,0,0,0,0,0,0,0,5,223,40,8,0,269,8,0,8,272,16,0,288
UCL115072,0,0,0,0,0,0,0,0,78,14,0,4,91,0,0,0,91,4,0,104,113,17,3,0,129,0,0,0,131,4,0,133,7,0,4,0,15,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,198,27,8,4,237,0,0,0,243,9,0,249,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,7,0,0,7,7,0,0,0,7,0,0,0,7,0,0,7,207,27,8,4,246,0,0,0,246,9,0,254,33,5,4,0,41,0,3,3,39,9,0,48,0,0,0,3,3,0,0,0,3,0,0,3,242,32,9,8,291,0,3,4,295,18,0,309
UCL115073,4,0,0,0,4,0,0,6,64,12,0,0,72,0,0,0,72,0,0,72,91,33,3,0,134,0,0,0,134,5,0,139,11,0,4,0,11,0,0,0,11,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,166,44,4,0,219,0,0,0,219,5,0,227,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,4,0,0,0,4,0,0,0,4,0,0,4,174,44,4,0,220,0,0,0,219,5,0,227,21,5,0,3,27,7,0,7,34,17,0,47,0,0,0,0,0,0,0,0,0,0,0,0,189,47,4,3,242,3,0,3,255,26,0,273
UCL115074,4,0,0,0,4,0,0,4,64,7,0,3,69,0,0,0,69,9,0,77,75,9,0,5,89,0,0,0,89,7,0,94,8,4,5,0,15,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,139,25,0,14,173,0,0,0,173,10,0,187,7,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,7,0,0,7,143,25,0,14,178,0,0,0,178,10,0,192,29,11,0,5,44,0,0,0,47,12,0,60,0,0,0,0,0,0,0,0,0,0,4,3,170,33,0,14,221,0,0,0,222,30,4,258
UCL115075,3,0,0,0,3,0,0,3,32,6,0,0,37,0,0,0,37,0,0,40,38,5,0,3,44,0,0,0,44,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,5,0,0,86,0,0,0,86,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,5,0,0,86,0,0,0,86,0,0,89,5,0,0,0,5,0,0,0,5,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,74,5,0,0,88,0,0,0,88,3,0,91
UCL115076,0,0,0,0,0,0,0,0,51,0,0,0,60,0,0,0,60,4,0,60,71,10,4,0,89,0,0,0,89,0,0,85,9,0,8,0,14,0,0,0,14,0,0,14,3,0,0,0,12,0,0,0,12,0,0,12,139,13,7,0,164,0,0,0,164,5,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,13,7,0,161,0,0,0,161,5,0,171,21,0,3,0,28,0,0,0,26,22,0,47,0,0,0,0,0,0,0,0,0,0,3,3,161,14,12,0,192,0,0,0,195,26,3,222
UCL115077,0,0,0,0,0,0,0,0,47,3,0,0,53,0,0,0,52,6,0,54,46,16,8,0,71,0,0,0,71,4,0,76,0,0,0,0,6,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,91,20,10,0,127,0,0,0,129,9,0,133,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,7,3,0,5,6,0,0,0,9,0,0,0,9,3,0,7,104,21,10,0,136,0,0,0,136,8,0,145,14,3,8,0,22,0,0,0,22,27,0,50,0,0,0,0,0,0,0,0,0,0,0,0,121,23,12,0,157,0,0,0,158,34,0,189
UCL115078,0,0,0,0,0,0,0,0,19,10,0,0,33,0,0,0,33,0,0,27,9,14,0,3,27,0,0,0,28,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,36,19,0,6,61,0,0,0,61,3,0,68,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,8,0,0,0,8,0,0,0,8,0,0,8,41,19,0,6,69,0,0,0,67,3,0,74,9,0,3,0,9,0,0,0,9,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,49,19,3,6,79,0,0,0,82,10,0,91
UCL115079,0,0,0,0,0,0,0,0,52,6,0,0,56,3,0,3,61,5,0,62,52,10,0,0,57,0,0,0,57,0,0,57,18,0,5,0,15,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,119,11,5,0,133,3,0,3,137,5,0,137,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,6,0,3,4,0,0,0,4,0,0,0,4,6,0,3,119,11,5,0,136,3,0,3,139,3,0,145,37,16,0,0,59,3,0,3,61,4,0,67,0,0,0,0,0,0,0,0,0,0,0,0,161,29,5,0,197,7,0,7,199,15,0,216
UCL115080,5,0,0,0,5,0,0,10,114,18,5,0,135,0,0,0,134,14,0,149,128,22,8,6,166,4,4,4,172,8,0,178,10,7,0,0,22,0,0,0,22,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,254,51,12,3,324,5,4,4,329,19,0,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,7,0,8,0,0,0,0,3,0,0,0,3,7,0,8,254,52,12,3,324,5,4,4,328,24,0,354,66,15,9,7,100,0,0,0,97,4,0,104,0,0,0,0,0,0,0,0,0,0,0,0,323,70,20,15,423,5,4,8,430,28,0,461
UCL115081,0,0,0,0,0,0,0,0,34,0,0,0,39,0,0,0,39,0,0,36,43,4,0,0,52,0,0,0,52,3,0,50,11,0,0,0,11,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,86,4,0,0,93,0,0,0,93,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,4,0,0,93,0,0,0,93,0,0,99,20,7,0,0,26,0,0,0,26,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,108,8,0,0,122,0,0,0,122,0,0,120
UCL115082,3,0,0,0,3,0,0,3,30,0,0,0,30,0,0,0,34,3,0,38,26,11,0,0,37,0,0,0,37,5,0,41,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,56,12,0,0,73,0,0,0,77,14,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,12,0,0,73,0,0,0,77,14,0,87,12,0,0,3,19,0,0,0,19,9,0,26,0,0,0,0,0,0,0,0,0,0,3,3,67,15,0,3,92,0,0,0,94,19,3,114
UCL115083,0,0,0,0,0,0,0,0,85,4,5,0,100,3,0,3,101,4,0,106,140,32,11,4,190,0,0,0,190,4,0,193,14,0,4,0,19,0,0,0,19,0,0,19,0,0,0,0,0,0,0,0,0,3,0,3,241,49,16,4,300,3,0,4,309,18,0,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,46,16,4,304,3,0,4,304,18,0,325,44,9,4,0,61,0,0,0,61,10,0,64,0,0,0,3,3,0,0,0,3,0,3,3,285,52,23,5,368,3,0,4,369,22,3,391
UCL115084,0,0,0,0,0,0,0,0,23,7,0,0,30,0,0,0,30,0,0,35,19,6,0,0,28,0,0,0,28,4,0,26,3,0,0,0,3,0,0,0,3,0,0,3,0,0,3,0,7,0,0,0,7,0,0,7,48,7,3,0,62,0,0,0,62,0,0,72,0,0,0,0,0,5,0,5,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,0,0,5,48,7,3,0,62,5,0,5,66,0,0,74,14,3,0,0,19,5,0,5,22,6,0,31,0,0,0,0,0,0,0,0,0,0,0,0,63,13,5,0,79,4,0,4,87,15,0,96
UCL115085,9,0,0,0,9,0,0,9,48,11,0,0,58,0,0,0,58,0,0,58,84,14,4,0,103,0,0,0,103,4,0,103,27,0,3,0,29,0,0,0,29,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,158,21,9,0,189,0,0,0,189,4,0,195,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,7,0,0,7,7,0,0,0,7,0,0,0,7,0,0,7,162,21,9,0,190,0,0,0,190,4,0,194,29,0,0,0,29,0,0,0,29,3,0,33,0,0,0,0,0,0,0,0,0,0,0,0,190,25,13,0,224,0,0,0,224,8,0,230
UCL115086,0,0,0,0,0,0,0,0,96,8,5,0,112,0,0,0,112,0,0,113,67,11,0,3,82,0,0,0,82,8,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,19,7,3,189,0,0,0,189,8,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,19,7,3,189,0,0,0,189,8,0,196,15,8,0,0,24,0,0,0,24,4,0,26,0,0,0,0,0,0,0,0,0,0,0,0,175,25,7,4,213,0,0,0,213,15,0,231
UCL115087,0,0,0,0,0,0,0,3,41,10,0,0,49,0,0,0,49,4,0,58,112,9,5,0,121,0,0,0,123,0,0,131,9,3,0,0,12,0,0,0,12,0,0,12,3,0,0,0,3,0,0,0,3,0,0,4,159,21,10,0,186,0,0,0,193,16,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,21,10,0,186,5,0,5,196,16,0,203,86,15,0,0,95,0,0,0,95,4,0,101,0,0,0,0,0,0,0,0,0,0,0,0,244,37,10,0,289,5,0,5,292,16,0,305
UCL115088,0,0,0,0,4,0,0,4,56,8,0,0,63,4,0,4,71,0,0,69,88,3,0,0,93,3,0,3,96,0,0,97,10,0,4,0,13,0,0,0,13,0,0,13,3,0,0,3,9,0,0,0,9,0,0,8,158,13,3,3,178,4,0,4,181,4,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,13,3,3,178,4,0,4,183,4,0,192,34,4,0,8,51,0,0,0,51,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,194,14,13,7,232,4,0,4,235,7,0,239
UCL115089,0,0,0,0,0,0,0,0,140,8,7,0,154,5,0,5,156,3,0,166,163,21,0,0,184,0,0,0,190,12,0,199,25,0,3,3,37,0,0,0,37,6,0,38,0,0,0,8,3,0,0,0,3,0,0,3,334,30,15,11,384,6,0,6,386,23,0,411,0,0,0,0,0,4,0,4,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,5,4,0,4,10,0,0,10,332,31,15,11,387,13,0,13,395,23,0,418,79,13,0,3,97,7,0,7,102,31,0,132,0,0,0,0,0,0,0,0,0,0,0,9,413,43,15,11,484,18,0,18,506,50,0,556
UCL115090,3,0,0,0,3,0,0,3,13,0,0,0,12,0,0,0,14,0,0,14,17,8,0,0,30,0,5,5,26,0,0,30,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,33,12,0,0,43,0,5,5,48,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,39,12,0,0,46,0,5,5,52,0,0,50,13,9,0,0,23,0,0,0,23,21,0,41,0,0,0,0,0,0,0,0,0,0,0,0,51,15,0,0,68,0,5,5,74,19,0,91
UCL115091,3,0,0,0,3,0,0,3,23,6,0,0,32,0,0,0,30,0,0,30,49,10,0,3,58,0,0,0,58,3,0,60,8,3,3,0,10,0,0,0,10,0,0,11,0,0,0,0,0,0,0,0,0,0,4,4,79,11,3,3,95,0,0,0,98,6,4,111,4,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,8,0,0,8,84,11,3,3,103,0,0,0,104,6,4,112,22,0,0,0,28,6,0,6,32,11,0,38,0,0,0,0,0,0,0,0,0,0,0,0,110,11,3,3,128,6,0,3,133,19,3,154
UCL115092,0,0,0,0,0,0,0,0,61,21,4,0,81,0,3,0,84,6,0,89,73,16,0,0,84,0,0,0,84,0,0,88,13,4,5,0,18,0,0,0,18,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,145,34,3,0,183,0,3,0,185,9,0,194,11,0,0,0,11,4,0,4,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,12,4,0,4,10,0,0,10,149,34,3,0,193,4,3,7,195,9,0,203,27,10,8,0,38,0,0,0,38,16,0,58,0,0,0,0,0,0,0,0,0,0,0,0,180,42,12,0,234,4,3,7,243,23,0,257
